"","time","f1","b1","f2","b2","f3","b3","f4","b4","f1p","f2p","f3p","f4p","f0","intensity","harmonicity","age","gender"
"1288",4.319234,669.9,338.1,1747.8,2680.2,2612.4,310,3571.8,136,581.5,1869.6,2802.1,3720.9,132,59.9,-209.7,30,0
"1289",4.321234,667.3,302.6,1930.4,2479.4,2605.1,371.2,3596.6,99.7,578.8,1872.9,2805.3,3720.6,132.1,60.8,-214.5,30,0
"1290",4.323234,643.1,271.2,2251.9,2486.9,2607.6,436,3617.7,73.7,576.3,1876.3,2808.5,3720.7,132.2,62.7,-212.9,30,0
"1291",4.325234,647.3,231.1,2522.8,2183.3,2644.6,353.5,3632.7,57.8,573.7,1879.7,2811.8,3720.9,132.4,64.7,-200,30,0
"1292",4.327234,669.1,169.6,2401.5,1899.4,2689,207,3640,53.5,571.2,1883.2,2815.1,3721.5,132.5,66.6,-169.5,30,0
"1293",4.329234,675.3,131.3,2226.5,1623.2,2708.8,128.8,3642.4,70.3,568.7,1886.8,2818.6,3722.2,132.7,68.3,-124.5,30,0
"1294",4.331234,678.4,118.2,2122.6,1501.8,2716.5,96.6,3644,125.1,566.3,1890.5,2822.1,3723.3,132.9,69.6,-74.6,30,0
"1295",4.333234,684.9,117.9,2049.3,1483.3,2721.5,84.1,3648.6,227.7,563.9,1894.2,2825.7,3724.6,133,70.6,-29.4,30,0
"1296",4.335234,697.6,124.3,1973.7,1453.8,2724.9,79.5,3655.9,368.6,561.6,1897.9,2829.4,3726.1,133.2,71.4,1.9,30,0
"1297",4.337234,712.1,130.8,1933.5,1388.8,2723.7,78.9,3653,545,559.3,1901.8,2833.2,3727.9,133.4,72,16.1,30,0
"1298",4.339234,722.4,136.7,1959,1353.8,2718.2,79.4,3621.1,822.1,557,1905.7,2837.1,3730,133.5,72.5,19.7,30,0
"1299",4.341234,727,143.7,2041.4,1334.9,2712.9,79,3552.4,1237.6,554.8,1909.7,2841,3732.4,133.7,72.9,17,30,0
"1300",4.343234,729.4,151.6,2139.2,1273.6,2709.5,76.3,3472.7,1823.2,552.7,1913.7,2845.1,3735,133.9,73.2,12.5,30,0
"1301",4.345234,733.7,159.2,2193.5,1184.3,2705.9,70.6,3453.1,2566.7,550.6,1917.8,2849.2,3737.9,134.1,73.4,10.6,30,0
"1302",4.347234,739.6,163.8,2158.5,1159.4,2700.5,65.3,3573.7,2954.2,548.5,1922,2853.3,3741.1,134.2,73.4,11.1,30,0
"1303",4.349234,744.2,164.6,2053.3,1180.3,2696.5,65,3736.4,2428.1,546.6,1926.2,2857.6,3744.5,134.4,73.4,11,30,0
"1304",4.351234,748.2,163.4,1942.1,1134.5,2698,70.3,3818.1,1622.9,544.6,1930.5,2861.9,3748.3,134.5,73.2,10.7,30,0
"1305",4.353234,751.8,156.2,1849.2,1006.3,2704.8,75.5,3751.2,992.3,542.8,1934.8,2866.3,3752.3,134.7,73,10.5,30,0
"1306",4.355234,753.8,149.2,1779.1,900.2,2711.4,77.1,3672.3,720.8,541,1939.2,2870.8,3756.6,134.9,72.8,10.9,30,0
"1307",4.357234,753.5,151,1726.6,883.9,2715.3,80.7,3633.2,667.1,539.2,1943.7,2875.4,3761.2,135,72.5,12.1,30,0
"1308",4.359234,753.4,156.3,1691.7,911.1,2718.5,88.9,3605.6,742.5,537.5,1948.2,2880,3766,135.1,72.3,13.9,30,0
"1309",4.361234,756.4,162.5,1678.7,956.7,2726.3,103.6,3556,939.7,535.9,1952.8,2884.7,3771.2,135.3,72.2,15.9,30,0
"1310",4.363234,759.8,172.3,1702,1024.9,2743.2,124.2,3475.2,1300.6,534.4,1957.4,2889.4,3776.6,135.4,72,17.6,30,0
"1311",4.365234,757.2,184.2,1776.4,1058.5,2770,140.1,3384.2,1904.9,532.9,1962,2894.2,3782.3,135.5,72,18.6,30,0
"1312",4.367234,745.9,196.3,1862.3,974.7,2799.3,139.8,3343.5,2780.9,531.5,1966.7,2899.1,3788.3,135.7,71.9,18.9,30,0
"1313",4.369234,730.8,206.2,1879.1,871.8,2816.5,132.2,3397.1,3283.3,530.1,1971.5,2904.1,3794.6,135.8,71.8,18.7,30,0
"1314",4.371234,713.4,211.3,1844.1,792.6,2818.8,129.8,3484.7,2936.3,528.8,1976.3,2909.1,3801.1,135.9,71.7,18.1,30,0
"1315",4.373234,693.9,209.9,1809.4,687.7,2808.8,134.3,3574.5,2379.2,527.6,1981.1,2914.1,3807.9,136,71.6,17.5,30,0
"1316",4.375234,676.1,207.4,1801.4,585.2,2791.2,140.3,3659.9,2086.3,526.5,1985.9,2919.2,3815,136.1,71.5,16.8,30,0
"1317",4.377234,663.7,209.5,1804.5,525.3,2775.8,134.5,3739.9,2063.6,525.4,1990.8,2924.3,3822.4,136.2,71.3,16.2,30,0
"1318",4.379234,650.1,215.6,1807.9,492.4,2768.4,110.6,3823.5,2182.6,524.4,1995.8,2929.5,3830,136.3,71.1,15.4,30,0
"1319",4.381234,629.6,221.1,1810.4,469.3,2766.6,82.9,3899,2282.9,523.5,2000.7,2934.8,3837.9,136.3,70.8,14.5,30,0
"1320",4.383234,606.4,222,1811.6,449.7,2765.9,65,3945.3,2227,522.7,2005.7,2940,3846,136.4,70.6,13.8,30,0
"1321",4.385234,584.6,221.1,1811.2,440.8,2764.2,57.3,3974.6,2048.7,521.9,2010.7,2945.4,3854.4,136.4,70.3,13.2,30,0
"1322",4.387234,561.6,221.3,1808.8,455.7,2761.7,56.9,4016.2,1907.5,521.2,2015.7,2950.7,3863.1,136.5,69.9,12.9,30,0
"1323",4.389234,530.3,219.9,1801.1,510.3,2759.4,60.8,4083.3,1905.4,520.6,2020.7,2956.1,3872,136.5,69.6,12.6,30,0
"1324",4.391234,492.8,213.5,1780.3,642.1,2759.1,66.9,4201.8,2206.6,520,2025.7,2961.5,3881.1,136.5,69.2,12.5,30,0
"1325",4.393234,458.1,204.3,1721.3,956.5,2760.5,74.6,4556.5,3451.7,519.6,2030.8,2966.9,3890.5,136.5,68.8,12.5,30,0
"1326",4.395234,432.4,198.9,1266.8,1372.1,2297.9,2737.6,2760.4,88.4,519.2,2035.8,2972.3,3900.2,136.5,68.4,12.5,30,0
"1327",4.397234,420.2,205.7,1092.6,990.2,2704.8,1958.5,2759.2,108,518.9,2040.8,2977.8,3910,136.5,67.9,16.1,30,0
"1328",4.399234,420.2,224.8,1057.1,1010.8,2762.6,119.3,2822.4,1994.3,518.6,2045.9,2983.2,3920.1,136.4,67.5,23.1,30,0
"1329",4.401234,431.8,241.5,1101.1,1455.5,2769.3,110.7,3042.6,3312.5,518.5,2050.9,2988.7,3930.4,136.4,67,28.5,30,0
"1330",4.403234,449,240.3,1629,1577.3,2771.1,94.4,4200.1,2022.5,518.4,2055.9,2994.1,3940.9,136.3,66.6,27,30,0
"1331",4.405234,454.7,229.3,1801.4,1392.8,2765.8,85.7,4318.4,1288.8,518.4,2060.9,2999.6,3951.7,136.3,66.2,13.5,30,0
"1332",4.407234,441.1,231.8,1915.1,1607.2,2756.9,82.7,4353.9,1022.7,518.5,2065.8,3005,3962.6,136.2,65.8,-18.9,30,0
"1333",4.409234,417.7,245.3,2001.6,2270,2750.4,75.8,4357.1,1036.9,518.6,2070.8,3010.5,3973.7,136.1,65.5,-66.7,30,0
"1334",4.411234,399.1,273.5,2069.5,5640.8,2749.6,68.3,4330.9,1561.9,518.9,2075.7,3015.9,3985,136,65.3,-119.7,30,0
"1335",4.413234,394.2,327.8,2752.8,67.6,3756,1533,5069.7,702.1,519.2,2080.6,3021.3,3996.5,135.9,65,-167.5,30,0
"1336",4.415234,407.5,375.6,2758,80,3717.4,1196.3,5042.9,509.2,519.6,2085.4,3026.7,4008.1,135.8,64.7,-200,30,0
"1337",4.417234,413.3,377.7,2766,113.7,3788.4,1134.3,5075.2,364.4,520,2090.2,3032,4020,135.7,64.3,-213.7,30,0
"1338",4.419234,409.4,399.8,2787.3,169.8,3851.5,1121.6,5087,268.9,520.6,2094.9,3037.3,4031.9,135.6,63.9,-215.4,30,0
"1339",4.421234,419.4,470.7,2828.5,196.8,3914.8,1062.8,5087.8,239.8,521.2,2099.6,3042.6,4044,135.5,63.5,-210.3,30,0
"1340",4.423234,456.6,542.1,2853.9,173.1,4036.8,941.9,5101.9,249.2,521.9,2104.2,3047.8,4056.3,135.3,63,-203.4,30,0
"1341",4.425234,455.8,578.8,2860,147.2,4166.5,649,5141.4,276.3,522.6,2108.8,3052.9,4068.7,135.2,62.6,-200,30,0
"1342",4.427234,393.3,524.2,2862,142.4,4228.3,361.3,5191.9,286.1,523.5,2113.3,3058,4081.2,135.1,62.2,-200,30,0
"1343",4.429234,371.6,429.6,2865.3,166.2,4248.3,232.4,5238.4,283.9,524.4,2117.7,3063.1,4093.8,135,62,-200,30,0
"1344",4.431234,370.7,392.1,2872.4,211.1,4252.8,203.3,5281.2,274,525.3,2122.1,3068,4106.5,135,62,-200,30,0
"1345",4.433234,376.7,387.2,2888.3,251.4,4248.1,238.2,5312.6,255.6,526.4,2126.3,3072.9,4119.4,134.9,62,-200,30,0
"1346",4.543234,620.4,100.5,2170.1,397.8,2727,120.6,4311.5,834.6,646.6,2096.5,3079.1,4654.1,135.6,75.7,4.5,30,0
"1347",4.545234,631.3,95.7,2151.5,311.4,2712.7,112.3,4221.7,587.2,648.8,2089.3,3072.4,4655.3,135.6,75.8,-0.1,30,0
"1348",4.547234,640.2,93.8,2142.1,248.5,2710.5,98.7,4180.9,480.1,651,2081.8,3065.3,4656,135.5,75.8,0,30,0
"1349",4.549234,649.8,97.3,2134.9,208.5,2717.2,84.6,4164.2,452.6,653.2,2074.1,3058,4656.4,135.5,75.8,1.1,30,0
"1350",4.551234,663.1,103,2126.5,191,2724.6,70.6,4160.8,464.7,655.3,2066.1,3050.4,4656.2,135.4,75.7,2.8,30,0
"1351",4.553234,676.2,106.3,2116.1,191.9,2727.6,58,4164.7,480.1,657.4,2057.9,3042.5,4655.6,135.3,75.7,4.6,30,0
"1352",4.555234,686,108.1,2100,207.7,2725.2,48.2,4175.8,475.8,659.5,2049.4,3034.3,4654.5,135.2,75.6,6.1,30,0
"1353",4.557234,692.4,109.8,2076.8,230.3,2718.2,42.8,4191.4,452.3,661.5,2040.6,3025.8,4652.9,135.1,75.6,7.6,30,0
"1354",4.559234,696.2,109.9,2052.9,248.8,2709.1,41.3,4206,426.6,663.4,2031.5,3017.1,4650.9,135,75.5,9.2,30,0
"1355",4.561234,698.4,109,2040.8,260.9,2702.5,43.6,4214.7,415.6,665.3,2022.3,3008.1,4648.4,134.8,75.6,10.7,30,0
"1356",4.563234,703.4,110.2,2039.6,273.1,2700.6,49.4,4216.4,423.5,667.2,2012.7,2998.8,4645.4,134.7,75.6,12,30,0
"1357",4.565234,715.2,113.3,2040,284.6,2699.4,58.6,4211.3,447.8,669,2002.9,2989.3,4641.9,134.5,75.6,12.6,30,0
"1358",4.567234,727.8,114.7,2038.2,289.8,2695.7,69.1,4203.8,482.9,670.8,1992.9,2979.5,4638,134.4,75.7,12.5,30,0
"1359",4.569234,734.6,114.4,2035.2,290.3,2691,79.5,4200.1,532.4,672.5,1982.6,2969.4,4633.5,134.2,75.7,11.6,30,0
"1360",4.571234,734.8,114.4,2030.8,287.6,2686.8,90.2,4201.5,600.7,674.1,1972.1,2959.1,4628.6,134,75.8,10.5,30,0
"1361",4.573234,730.7,114.3,2021.3,283.2,2680.9,99.7,4198.7,662.2,675.7,1961.3,2948.5,4623.3,133.8,75.8,9.6,30,0
"1362",4.575234,725.2,111.5,2001.8,280,2671.5,100.3,4184,657,677.2,1950.3,2937.7,4617.4,133.6,76,9.4,30,0
"1363",4.577234,719.7,107.3,1974.7,285.4,2665.8,91.9,4174.7,621.9,678.7,1939.1,2926.6,4611.1,133.4,76.1,10.1,30,0
"1364",4.579234,712.7,103.8,1941,308.5,2666.9,85.1,4178.1,650.5,680.1,1927.7,2915.3,4604.3,133.2,76.3,11.4,30,0
"1365",4.581234,704.7,101.1,1905.3,345.8,2673.5,83.6,4191.6,753.4,681.4,1916,2903.7,4597,133,76.5,12.9,30,0
"1366",4.583234,699.4,98.5,1876.8,370.6,2682.9,82.9,4212.7,826.3,682.7,1904.1,2891.9,4589.3,132.7,76.7,14.3,30,0
"1367",4.585234,699.9,95.4,1857.1,361.8,2692.4,78.1,4231.2,768.2,684,1892,2879.9,4581.1,132.5,76.8,15.2,30,0
"1368",4.587234,706.5,91.9,1844.6,337.6,2698.3,72.4,4240.7,678,685.1,1879.7,2867.6,4572.4,132.3,76.9,15.4,30,0
"1369",4.589234,715.3,88.2,1834.4,319.1,2697.4,69.1,4239.1,646,686.2,1867.2,2855.1,4563.3,132.1,76.9,15.3,30,0
"1370",4.591234,720.6,85.8,1823.7,312.1,2689.4,68.6,4222.3,681,687.3,1854.5,2842.5,4553.7,131.9,76.9,14.9,30,0
"1371",4.593234,722,87.2,1811.3,313.5,2675.8,71.5,4193,770,688.3,1841.6,2829.6,4543.7,131.7,76.8,14.4,30,0
"1372",4.595234,722.1,93.5,1797,320.9,2655.5,80.3,4169.2,923.5,689.2,1828.5,2816.5,4533.2,131.5,76.6,13.9,30,0
"1373",4.597234,723.2,103.8,1780.3,332.5,2628.5,95.8,4197.3,1168.1,690,1815.2,2803.2,4522.3,131.2,76.4,13.2,30,0
"1374",4.599234,724.3,113.7,1761.7,337.7,2606.6,109.6,4319.9,1389,690.8,1801.8,2789.7,4510.9,131,76.3,12.3,30,0
"1375",4.601234,722.7,122.8,1734.4,334,2597.7,120.3,4470,1428.5,691.5,1788.2,2776,4499.1,130.8,76.2,11.4,30,0
"1376",4.603234,715.8,131.8,1693.4,328.9,2600.8,132.4,4551.7,1345.3,692.2,1774.4,2762.2,4486.9,130.7,76.1,10.8,30,0
"1377",4.605234,706.4,136.8,1647.2,323.3,2606.1,146.4,4567.4,1277.6,692.8,1760.5,2748.2,4474.3,130.5,76.1,10.7,30,0
"1378",4.607234,699.8,139.1,1608.6,322.9,2600,160.1,4530.9,1250.5,693.3,1746.5,2734,4461.3,130.3,76.1,11.2,30,0
"1379",4.609234,696.2,143.9,1577.5,325.8,2576.7,167.4,4453.3,1223.1,693.8,1732.3,2719.7,4447.9,130.1,76.1,12.3,30,0
"1380",4.611234,694.4,148.7,1544.5,308.3,2543.4,158.2,4372.4,1181.3,694.2,1717.9,2705.2,4434.1,129.9,76.1,13.6,30,0
"1381",4.613234,695.5,147.4,1519,270.2,2521.6,136.4,4355.1,1224.2,694.5,1703.5,2690.6,4419.9,129.8,76.1,14.9,30,0
"1382",4.615234,698.5,144.5,1505.8,241.8,2519.7,117.9,4433.7,1401.1,694.8,1688.9,2675.8,4405.3,129.6,76,15.8,30,0
"1383",4.617234,703.5,141.6,1496.6,227.7,2527.2,105.6,4557.8,1523.7,695,1674.2,2660.9,4390.4,129.4,75.9,16.3,30,0
"1384",4.619234,710,135.1,1484.4,224,2533.1,101.3,4601.9,1424.4,695.2,1659.4,2645.9,4375.1,129.3,75.8,16.5,30,0
"1385",4.621234,715.2,125.1,1468.6,223,2534.3,102.4,4575.9,1257.1,695.3,1644.5,2630.8,4359.5,129.1,75.7,16.6,30,0
"1386",4.623234,717.5,116.9,1454.5,219.3,2532.2,100.2,4541.8,1170,695.3,1629.5,2615.6,4343.5,129,75.7,16.7,30,0
"1387",4.625234,717,115.3,1441.7,221.9,2529.7,88.7,4527.9,1237.4,695.3,1614.5,2600.3,4327.2,128.8,75.7,16.9,30,0
"1388",4.627234,714.3,119,1426.4,234.6,2528.4,76.9,4514.1,1443.4,695.2,1599.3,2584.9,4310.6,128.7,75.7,17.4,30,0
"1389",4.629234,711.6,120.9,1408.5,239.4,2529.6,69.8,4444.5,1561.3,695,1584.1,2569.4,4293.6,128.6,75.7,18.1,30,0
"1390",4.631234,710.5,118.9,1391.1,226.9,2533.9,66.5,4356.2,1411.5,694.8,1568.9,2553.9,4276.4,128.4,75.7,18.8,30,0
"1391",4.633234,708.5,118.1,1369.7,217,2541.3,67.3,4338.6,1197.3,694.5,1553.6,2538.3,4258.9,128.3,75.7,19.3,30,0
"1392",4.635234,702.6,120.7,1335.7,224.7,2548.8,74.5,4377.9,1079.4,694.2,1538.3,2522.6,4241.2,128.1,75.7,19.4,30,0
"1393",4.637234,694.5,126.5,1295.9,246.6,2548.4,86.5,4428.6,1086.8,693.9,1522.9,2506.9,4223.2,128,75.8,19.1,30,0
"1394",4.639234,685.8,138,1259.5,275.5,2535.9,95.7,4470.9,1177.1,693.4,1507.5,2491.2,4204.9,127.9,75.8,18.4,30,0
"1395",4.641234,675,156.6,1223.3,304.8,2519.4,92.7,4487.6,1276.6,693,1492.1,2475.5,4186.4,127.7,75.9,17.5,30,0
"1396",4.643234,661.7,181,1177.5,326.8,2510.7,83.1,4479.9,1363.2,692.4,1476.7,2459.7,4167.7,127.6,76,16.7,30,0
"1397",4.645234,649.9,209.6,1127.8,331.3,2509.5,77.9,4498.5,1539.3,691.8,1461.4,2443.9,4148.7,127.5,76.1,16,30,0
"1398",4.647234,643.9,242.7,1098,322.4,2511.6,81.4,4640.5,1994.8,691.2,1446,2428.2,4129.6,127.3,76.1,15.7,30,0
"1399",4.649234,643.3,290.7,1087.5,322.6,2515.7,91.8,4952.3,125.5,690.6,1430.6,2412.4,4110.3,127.2,76,15.5,30,0
"1400",4.651234,651.4,343.1,1089.1,337.6,2519.6,103.6,4930.3,169.9,689.8,1415.3,2396.7,4090.8,127.1,75.9,15.4,30,0
"1401",4.653234,678.5,342,1110.4,340.7,2517.5,114.2,4895.7,311.4,689.1,1400,2381,4071.2,126.9,75.7,15.3,30,0
"1402",4.655234,700.5,303.7,1135.9,323.9,2513.8,124.1,4784.1,697.9,688.3,1384.8,2365.4,4051.4,126.8,75.5,15.2,30,0
"1403",4.657234,706.8,279.7,1146.4,303.3,2517.6,138.6,4483.5,748.7,687.5,1369.7,2349.8,4031.5,126.7,75.4,15.1,30,0
"1404",4.659234,703.3,264.4,1145,281.9,2530.7,160.2,4376.2,661.6,686.6,1354.6,2334.2,4011.5,126.5,75.2,15.1,30,0
"1405",4.661234,697.6,256.2,1138.2,269.7,2546.7,181.3,4323.3,654.2,685.7,1339.5,2318.8,3991.4,126.4,75,15.1,30,0
"1406",4.663234,695.1,263,1130.4,275.5,2555.7,203.6,4295.3,668.1,684.7,1324.6,2303.4,3971.3,126.3,74.8,15,30,0
"1407",4.665234,697.6,282.8,1123.6,295.7,2555.8,244.2,4302.2,701.4,683.8,1309.8,2288.1,3951,126.1,74.6,14.8,30,0
"1408",4.667234,702.5,302.9,1117,317.4,2551.9,315.7,4360.5,749.6,682.8,1295.1,2272.9,3930.7,126,74.3,14.3,30,0
"1409",4.669234,705.5,326.9,1107.1,343.1,2551.6,427,4456.8,721.2,681.7,1280.5,2257.8,3910.4,125.9,74,13.5,30,0
"1410",4.671234,707.3,364.1,1098.4,383.8,2560.7,577.9,4491.6,654.1,680.7,1266,2242.9,3890,125.7,73.7,12.8,30,0
"1411",4.673234,707.9,399.4,1106.6,436.1,2573.2,772.9,4477,754.7,679.6,1251.6,2228,3869.6,125.6,73.5,12.2,30,0
"1412",4.675234,697.5,405.9,1141.2,463,2579.3,1001.8,4352.9,1234.1,678.5,1237.4,2213.3,3849.3,125.5,73.3,12.1,30,0
"1413",4.677234,682.9,396.5,1163.5,456,2589,1135.4,4025.3,1390.2,677.4,1223.4,2198.8,3828.9,125.4,73.2,12.4,30,0
"1414",4.679234,676.8,394.7,1148.2,455.2,2598.3,1100.6,3880.9,1332.2,676.3,1209.5,2184.4,3808.6,125.2,73.2,13.2,30,0
"1415",4.681234,671.3,430.1,1089.5,459.3,2588.5,958.7,3844.1,1304.5,675.1,1195.7,2170.2,3788.4,125.1,73.3,14.1,30,0
"1416",4.683234,635,529.8,1007.3,405.4,2568.1,818.5,3848.4,1281.6,674,1182.2,2156.1,3768.2,125,73.4,15.1,30,0
"1417",4.685234,545.1,586.5,965.8,319.1,2551.6,733.5,3863.2,1233.8,672.8,1168.8,2142.2,3748.1,124.9,73.4,16,30,0
"1418",4.687234,482,558.3,957,282.2,2532.4,711,3886.2,1186.9,671.6,1155.7,2128.6,3728,124.7,73.5,17,30,0
"1419",4.689234,463.1,544.2,961.9,281.5,2497.6,728.8,3936.2,1189.3,670.4,1142.7,2115.1,3708.1,124.6,73.5,18.3,30,0
"1420",4.691234,460.6,532.5,971.1,284.5,2452.3,743.5,4044.6,1230.5,669.2,1129.9,2101.8,3688.4,124.5,73.5,19.5,30,0
"1421",4.693234,461.3,520.4,980,285.3,2429.2,745.7,4231.4,1222,668,1117.4,2088.8,3668.7,124.3,73.5,20.1,30,0
"1422",4.695234,465.1,528.5,990.1,299.3,2461.1,734.5,4416.2,971,666.9,1105.1,2075.9,3649.2,124.2,73.4,19.7,30,0
"1423",4.697234,491.5,564.4,1009.5,337.8,2529.3,629.4,4473.7,670.7,665.7,1093,2063.4,3629.9,124.1,73.3,21.1,30,0
"1424",4.699234,552.4,547.3,1044.3,365.2,2559.2,504.6,4456.2,509.7,664.5,1081.2,2051,3610.8,123.9,73,24.6,30,0
"1425",4.701234,584.9,464.4,1075.8,351.2,2567.6,439.4,4415.2,451.5,663.3,1069.6,2038.9,3591.9,123.7,72.6,25.9,30,0
"1426",4.703234,594.2,409.9,1100.2,331,2578.7,417,4373.2,450.2,662.2,1058.3,2027.1,3573.1,123.6,71.9,21,30,0
"1427",4.705234,601.9,378.1,1132.2,316.5,2600.8,409.2,4334.6,477.8,661,1047.2,2015.6,3554.7,123.4,70.9,5.6,30,0
"1428",4.707234,612.7,357.1,1179.7,304.5,2625.9,394.8,4293.7,534.1,659.9,1036.4,2004.3,3536.4,123.2,69.7,-29.7,30,0
"1429",4.709234,626.8,369.4,1245.8,353.2,2613,419.9,4266.1,668,658.8,1025.9,1993.3,3518.4,123,68.2,-82.3,30,0
"1430",4.711234,648.1,383,1423.1,529.1,2525.2,630,4329.2,1027.2,657.7,1015.7,1982.6,3500.7,122.8,66.6,-137.8,30,0
"1431",5.037234,750.7,213.9,2204.5,766.5,2687.2,53.2,4530.1,754.4,714.9,1761.9,3006.8,4230.6,95.3,69.1,13.3,30,0
"1432",5.039234,740.9,242.5,2192.8,912,2691,54.7,4536.9,752,710.3,1756.8,3005.4,4224,98.8,69.1,15.1,30,0
"1433",5.041234,754.8,293,2082.3,1035.5,2695,59.9,4486.9,693.8,705.6,1751.5,3003.8,4217.2,102.6,68.9,10.4,30,0
"1434",5.043234,801.9,259.3,1906,798.1,2698.2,72.2,4393.3,543.4,700.9,1746,3002,4210,106.7,68.8,4,30,0
"1435",5.045234,824.6,168.8,1825.7,506.6,2692,76,4288.1,389.7,696.1,1740.3,3000,4202.4,111,68.9,0.7,30,0
"1436",5.047234,828.2,130.1,1794.8,401.7,2686.9,68.8,4233.9,311.9,691.2,1734.4,2997.7,4194.6,115.6,69.2,3.6,30,0
"1437",5.049234,825.9,117.1,1778.4,375,2688.3,62.2,4214.3,274.6,686.2,1728.4,2995.3,4186.5,120.4,69.5,9.6,30,0
"1438",5.051234,820,112.7,1763.6,372.7,2692.2,56.3,4202.2,246.3,681.2,1722.3,2992.7,4178.2,125.3,69.6,13.8,30,0
"1439",5.067234,554.8,361.7,1779.5,908.7,2722.5,62.6,4217.6,325.6,639.3,1668.3,2965.9,4102.5,167.4,67.3,-178.9,30,0
"1440",5.069234,490,291.9,1740.8,1112.2,2700.2,51.4,4188.5,358.2,633.9,1661.1,2961.9,4092.1,172.3,69,-128.9,30,0
"1441",5.071234,466.3,251.2,1678.3,1288.4,2686.2,35.8,4160.5,325.4,628.5,1653.9,2957.8,4081.6,177,70.4,-69.3,30,0
"1442",5.073234,452.3,243.2,1605.9,1399.4,2683.5,25.9,4148.7,280.4,623,1646.5,2953.6,4070.9,181.5,71.3,-19.4,30,0
"1443",5.075234,437.3,258.8,1521.9,1498.6,2685.2,20.8,4144.9,246.9,617.6,1639.1,2949.3,4060,185.8,71.7,1.5,30,0
"1444",5.077234,418.6,293.1,1413.8,1597.4,2688.4,18.6,4142.2,226,612.1,1631.7,2944.9,4049.1,189.7,71.7,-19.5,30,0
"1445",5.079234,390.6,343.4,1255,1686.6,2692.4,18.4,4137.6,211.6,606.6,1624.3,2940.4,4038,193.4,71.1,-69.4,30,0
"1446",5.081234,355.5,388.9,1059.8,1695.7,2696.7,21.4,4130.2,197.1,601.1,1616.8,2935.8,4026.8,196.8,70.2,-129,30,0
"1447",5.083234,345.5,431,1054.1,1733,2700.7,30.9,4123.4,178.1,595.6,1609.3,2931.1,4015.5,199.9,69,-179,30,0
"1448",5.085234,396.4,465.4,1402,1795.8,2700.5,52.2,4123.4,164.8,590.1,1601.7,2926.4,4004.1,202.7,67.7,-200,30,0
"1449",5.087234,468.9,401.2,1747.8,1622.8,2690.1,69.5,4132.7,177.6,584.6,1594.2,2921.6,3992.6,205.2,67,-182.4,30,0
"1450",5.089234,506.6,283.4,1983,1376,2675.8,65.1,4153.9,238.1,579.1,1586.7,2916.8,3981.1,207.4,67.5,-139,30,0
"1451",5.091234,499.7,214,2083.4,1242.4,2668.1,53.2,4196,414.4,573.6,1579.2,2911.9,3969.6,209.3,68.7,-84.3,30,0
"1452",5.093234,481.2,211.2,2194.4,1406,2665.7,49.3,4372.2,811.8,568.1,1571.8,2907,3958,210.9,70.2,-32.8,30,0
"1453",5.095234,458.7,253.6,2594.1,1416.4,2665.8,54.1,4633.4,642.1,562.7,1564.3,2902.1,3946.4,212.3,71.3,1,30,0
"1454",5.097234,423.6,321.6,2667.2,60.3,2729.4,970.5,4664.4,557.9,557.3,1556.9,2897.2,3934.7,213.4,72.1,17.1,30,0
"1455",5.099234,352.5,1103.2,372.1,362.5,2669.9,59.7,2772.3,866.1,551.9,1549.6,2892.2,3923.1,214.3,72.4,25.3,30,0
"1456",5.101234,329.6,341.9,473.6,1060,2674.8,52.1,2828.7,958.2,546.6,1542.3,2887.2,3911.5,215,72.2,25.5,30,0
"1457",5.103234,302.5,301.4,559.4,1140.2,2681.5,42,2932.5,1261.8,541.3,1535.1,2882.3,3899.9,215.4,71.6,17.5,30,0
"1458",5.105234,283.5,251.1,704.3,1241,2689.2,34.7,3171.2,1905,536.1,1528,2877.3,3888.4,215.6,70.6,1.5,30,0
"1459",5.107234,275.3,204.3,925.9,1239.8,2698.7,31.8,3798.6,3378.5,530.9,1521,2872.3,3876.9,215.6,69.3,-32.3,30,0
"1460",5.109234,276.5,174.4,1115,1036.6,2709.5,30.6,4071.2,594.3,525.7,1514,2867.4,3865.5,215.5,67.8,-83.9,30,0
"1461",5.111234,278.7,161.9,1162,725.8,2721,30.6,3790.1,2905.4,520.6,1507.2,2862.5,3854.1,215.1,66.8,-138.8,30,0
"1462",5.113234,275.4,170.9,1112.5,455.2,2740.6,33.7,3416.4,1801.1,515.6,1500.5,2857.7,3842.9,214.6,66.8,-182.3,30,0
"1463",5.115234,270.3,190.3,1065.6,275.4,2767.8,34.5,3240.7,1454.2,510.6,1493.9,2852.9,3831.7,213.9,67.7,-200,30,0
"1464",5.117234,269.9,210.7,1039,188.3,2786.3,32.1,3171,1374.9,505.7,1487.4,2848.1,3820.6,213.1,69,-178.9,30,0
"1465",5.119234,275,221.9,1023.1,152.4,2793.1,30.3,3195,1359.8,500.9,1481,2843.4,3809.7,212,70.2,-128.6,30,0
"1466",5.121234,282.1,221.3,1010.6,131.4,2794.9,28.9,3288.3,1327.3,496.1,1474.8,2838.8,3798.9,210.9,71.1,-68.7,30,0
"1467",5.123234,288.4,211.4,1000,114.1,2794.2,28,3405.7,1227,491.5,1468.7,2834.2,3788.2,209.5,71.5,-18.4,30,0
